Territory1,taxonomicgroup,kingdom,phylum,class,order,family,genus,species,n_obs,n_spp,idx_obis_wdpa
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion praedatorius,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion reticulatus,6,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion squamipinnis,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,Cynoscion stolzmanni,6,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Cynoscion,NA,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Elattarchus,Elattarchus archidium,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Elattarchus,NA,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Isopisthus,Isopisthus remifer,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimus,Larimus acclivis,19,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimus,Larimus argenteus,25,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimus,Larimus effulgens,23,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimus,Larimus pacificus,17,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Larimus,NA,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Macrodon,Macrodon mordax,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,Menticirrhus americanus,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,Menticirrhus elongatus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,Menticirrhus nasus,13,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Menticirrhus,Menticirrhus panamensis,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,Micropogonias altipinnis,7,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Micropogonias,Micropogonias furnieri,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Nebris,Nebris occidentalis,24,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Nebris,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Odontoscion,Odontoscion dentex,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Odontoscion,Odontoscion xanthops,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Ophioscion,Ophioscion imiceps,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Ophioscion,Ophioscion scierus,11,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Ophioscion,Ophioscion simulus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Ophioscion,Ophioscion strabo,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Ophioscion,Ophioscion typicus,19,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Ophioscion,Ophioscion vermicularis,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,Paralonchurus dumerilii,13,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,Paralonchurus goodei,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,Paralonchurus peruanus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,Paralonchurus petersii,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Paralonchurus,Paralonchurus rathbuni,8,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Paranebris,Paranebris bauchotae,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Pareques,Pareques viola,13,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Protosciaena,Protosciaena bathytatos,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Sciaena,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer chrysoleuca,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer ephelis,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer ericymba,23,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer fuerthii,15,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer illecebrosus,15,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer mancorensis,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer oscitans,21,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,Stellifer zestocarus,19,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Stellifer,NA,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,Umbrina analis,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,Umbrina bussingi,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Umbrina,Umbrina xanti,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,NA,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Auxis,Auxis rochei,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Auxis,Auxis thazard,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Euthynnus,Euthynnus lineatus,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Katsuwonus,Katsuwonus pelamis,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Sarda,Sarda chiliensis,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Sarda,Sarda orientalis,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Scomber,Scomber japonicus,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus maculatus,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus regalis,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Scomberomorus,Scomberomorus sierra,16,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Thunnus,Thunnus albacares,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Alphestes,Alphestes afer,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Alphestes,Alphestes immaculatus,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Alphestes,Alphestes multiguttatus,33,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Bathyanthias,Bathyanthias cubensis,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis cruentata,78,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis fulva,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis panamensis,41,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Dermatolepis,Dermatolepis dermatolepis,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum bivittatum,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum eumelum,36,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum euryplectrum,40,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum labarum,7,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum macropoma,15,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum pacificum,58,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum radiale,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,Diplectrum rostrum,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,NA,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus adscensionis,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus analogus,22,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus fasciatus,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus labriformis,54,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus quinquefasciatus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus striatus,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,NA,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hemanthias,Hemanthias peruanus,22,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hemanthias,Hemanthias signifer,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus aberrans,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus indigo,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus nigricans,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus puella,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hypoplectrus,Hypoplectrus unicolor,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hyporthodus,Hyporthodus acanthistius,15,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hyporthodus,Hyporthodus exsul,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Hyporthodus,Hyporthodus niphobles,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Liopropoma,Liopropoma longilepis,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca bonaci,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca tigris,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca xenarcha,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax humeralis,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,Paralabrax loro,13,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paranthias,Paranthias colonus,17,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pronotogrammus,Pronotogrammus eos,11,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pronotogrammus,Pronotogrammus multifasciatus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudogramma,Pseudogramma gregoryi,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Pseudogramma,Pseudogramma thaumasia,48,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Rypticus,Rypticus bicolor,43,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Rypticus,Rypticus nigripinnis,63,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Rypticus,Rypticus randalli,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Rypticus,Rypticus saponaceus,13,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Rypticus,Rypticus subbifrenatus,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus aequidens,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus huascarii,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus psittacinus,28,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus subligarius,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus tabacarius,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Serranus,Serranus tigrinus,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Archosargus,Archosargus rhomboidalis,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Calamus,Calamus brachysomus,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Calamus,Calamus penna,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Calamus,Calamus pennatula,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Lagodon,Lagodon rhomboides,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena barracuda,8,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena ensis,17,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena guachancho,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena picudilla,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Sphyraenidae,Sphyraena,Sphyraena qenie,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,Peprilus,Peprilus medius,19,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,Peprilus,Peprilus snyderi,8,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,Peprilus,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Stromateidae,NA,NA,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Symphysanodontidae,Symphysanodon,Symphysanodon octoactinus,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Symphysanodontidae,Symphysanodon,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Trichiurus,Trichiurus lepturus,23,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Axoclinus,Axoclinus lucillae,17,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneanectes,Enneanectes altivelis,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneanectes,Enneanectes boehlkei,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneanectes,Enneanectes carminalis,33,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Enneanectes,NA,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae,Lepidonectes,Lepidonectes clarkhubbsi,31,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,Astroscopus,Astroscopus zephyreus,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,Kathetostoma,Kathetostoma averruncus,14,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Uranoscopidae,Kathetostoma,Kathetostoma cubana,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Xiphiidae,Xiphias,Xiphias gladius,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Zanclidae,Zanclus,Zanclus cornutus,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Lycenchelys,Lycenchelys monstrosa,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,Achirus declivis,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,Achirus klunzingeri,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,Achirus lineatus,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,Achirus mazatlanus,16,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Achirus,Achirus scutum,28,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Trinectes,Trinectes fimbriatus,11,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Trinectes,Trinectes fonsecensis,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Trinectes,Trinectes inscriptus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Trinectes,Trinectes xanthurus,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus constellatus,27,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus leopardinus,5,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus lunatus,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus maculiferus,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus mancus,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,Bothus ocellatus,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Engyophrys,Engyophrys sanctilaurentii,59,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Engyophrys,Engyophrys senta,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Monolene,Monolene dubiosa,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Monolene,Monolene maculipinna,21,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Monolene,Monolene megalepis,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Perissias,Perissias taeniopterus,9,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Trichopsetta,Trichopsetta caribbaea,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus atramentatus,57,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus atricaudus,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus callopterus,25,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus chabanaudi,47,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus elongatus,69,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus fasciolaris,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus gorgonae,12,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus leei,30,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus melanurus,35,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus melasmatotheca,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus ocellaris,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus oligomerus,31,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus parvus,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus pelicanus,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus piger,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus prolatinaris,10,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus tessellatus,4,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus undecimplerus,8,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus varius,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,Symphurus williamsi,2,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,NA,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta cycloidea,3,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta dendritica,8,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Ancylopsetta,Ancylopsetta dilecta,1,1,0.5028700045495098
Panama,Pisces,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys arenaceus,3,1,0.5028700045495098
